time,Filtered_Torque_Signal
3.109359741210937500e-02,1.628157247584913897e-02
4.359889030456542969e-02,1.650848962516442142e-02
4.859900474548339844e-02,1.671171253270021737e-02
5.887603759765625000e-02,1.692133014377549330e-02
6.449341773986816406e-02,1.712347952949034441e-02
7.569217681884765625e-02,1.734476663711023367e-02
8.103823661804199219e-02,1.757249588945157537e-02
9.068632125854492188e-02,1.778060065054664490e-02
9.662842750549316406e-02,1.798823687007910371e-02
1.056933403015136719e-01,1.819635453370700359e-02
1.121454238891601562e-01,1.839427174089193137e-02
1.228351593017578125e-01,1.855415156794633369e-02
1.269183158874511719e-01,1.872513575221517595e-02
1.384272575378417969e-01,1.887898867881167980e-02
1.434340476989746094e-01,1.902977478057188768e-02
1.548492908477783203e-01,1.918641902583549663e-02
1.608490943908691406e-01,1.933804998624464450e-02
1.711759567260742188e-01,1.949396865843195867e-02
1.761763095855712891e-01,1.963875479790262377e-02
1.876952648162841797e-01,1.978560537394734309e-02
1.926989555358886719e-01,1.995741418222892957e-02
2.024464607238769531e-01,2.014505398722182469e-02
2.194182872772216797e-01,2.032770284830088398e-02
2.254040241241455078e-01,2.050999524030540019e-02
2.341985702514648438e-01,2.068004446832550497e-02
2.405481338500976562e-01,2.083650082119334335e-02
2.497839927673339844e-01,2.098799602142525228e-02
2.557840347290039062e-01,2.112770518775389239e-02
2.666878700256347656e-01,2.126756194427392374e-02
2.736966609954833984e-01,2.138273204743883216e-02
2.817397117614746094e-01,2.149407298461462543e-02
2.897417545318603516e-01,2.162865774312821426e-02
2.976939678192138672e-01,2.179111051370986180e-02
3.046946525573730469e-01,2.195058658009045247e-02
3.147199153900146484e-01,2.213349310325621322e-02
3.217372894287109375e-01,2.230387573732035833e-02
3.302357196807861328e-01,2.249026278176091687e-02
3.362362384796142578e-01,2.269175268480509711e-02
3.455982208251953125e-01,2.289562026400451464e-02
3.526010513305664062e-01,2.308984870611831622e-02
3.625974655151367188e-01,2.330548579144214871e-02
3.705971240997314453e-01,2.353530703156277507e-02
3.785977363586425781e-01,2.377342182820064986e-02
3.835978507995605469e-01,2.401767151459826416e-02
3.938150405883789062e-01,2.428716043277921732e-02
3.998146057128906250e-01,2.454347901681375871e-02
4.108152389526367188e-01,2.479511129220737103e-02
4.158170223236083984e-01,2.504647862978653244e-02
4.267785549163818359e-01,2.532363922396889400e-02
4.426958560943603516e-01,2.561272133877282725e-02
4.486956596374511719e-01,2.590188251734072342e-02
4.590559005737304688e-01,2.618347724535457013e-02
4.640343189239501953e-01,2.647492517458037778e-02
4.740257263183593750e-01,2.675407402639507631e-02
4.800257682800292969e-01,2.705853208218758979e-02
4.906957149505615234e-01,2.737289470022338800e-02
4.964163303375244141e-01,2.771328871133153446e-02
5.069730281829833984e-01,2.807680807748226884e-02
5.128202438354492188e-01,2.844165549461063341e-02
5.220258235931396484e-01,2.883217009390724728e-02
5.281181335449218750e-01,2.922749627492158761e-02
5.386478900909423828e-01,2.962840808046932062e-02
5.456480979919433594e-01,3.002537076369439506e-02
5.546481609344482422e-01,3.042798551914067604e-02
5.606477260589599609e-01,3.082140309870971123e-02
5.706479549407958984e-01,3.122678313534065289e-02
5.766642093658447266e-01,3.163593198531124834e-02
5.867321491241455078e-01,3.205163994140534933e-02
5.925951004028320312e-01,3.248797152790013076e-02
6.027874946594238281e-01,3.292738856318229435e-02
6.088414192199707031e-01,3.336594400135411281e-02
6.187286376953125000e-01,3.381694629492520282e-02
6.247727870941162109e-01,3.426042236215576936e-02
6.346578598022460938e-01,3.473607278666445558e-02
6.416583061218261719e-01,3.521414448407304831e-02
6.504445075988769531e-01,3.571519807419520909e-02
6.666932106018066406e-01,3.623238995641070437e-02
6.737010478973388672e-01,3.674841246079815771e-02
6.816647052764892578e-01,3.727139837186996957e-02
6.896905899047851562e-01,3.779684061634155934e-02
6.990859508514404297e-01,3.832558542938031831e-02
7.040848731994628906e-01,3.885524326600830330e-02
7.151095867156982422e-01,3.939450148901819243e-02
7.221474647521972656e-01,3.995767779988942947e-02
7.302963733673095703e-01,4.053632060317408081e-02
7.372550964355468750e-01,4.112970332999631162e-02
7.468423843383789062e-01,4.172397503390738727e-02
7.528431415557861328e-01,4.232368490132191324e-02
7.628512382507324219e-01,4.295892048522138851e-02
7.678511142730712891e-01,4.360696898805224708e-02
7.785439491271972656e-01,4.426392456031304906e-02
7.845990657806396484e-01,4.492803834901575033e-02
7.945430278778076172e-01,4.562229914471918613e-02
7.995443344116210938e-01,4.633039975782626135e-02
8.104026317596435547e-01,4.706593069601681945e-02
8.164677619934082031e-01,4.780435096033046338e-02
8.271355628967285156e-01,4.854621164720628046e-02
8.327748775482177734e-01,4.928508115723181926e-02
8.425962924957275391e-01,5.002428809344019317e-02
8.475978374481201172e-01,5.075864126754532635e-02
8.598513603210449219e-01,5.153193827172268537e-02
8.648433685302734375e-01,5.232077351836039725e-02
8.758370876312255859e-01,5.312851282271241482e-02
8.814125061035156250e-01,5.394425418793601795e-02
8.908545970916748047e-01,5.477222059975608848e-02
9.065971374511718750e-01,5.561047157263977747e-02
9.125967025756835938e-01,5.647354455673799650e-02
9.235923290252685547e-01,5.736277181200122310e-02
9.290993213653564453e-01,5.827292452491440039e-02
9.398498535156250000e-01,5.921622447349794011e-02
9.448628425598144531e-01,6.021004111280061494e-02
9.556083679199218750e-01,6.123482443909551709e-02
9.616389274597167969e-01,6.231813441705761486e-02
9.715962409973144531e-01,6.343122538624092199e-02
9.773011207580566406e-01,6.455238516336209154e-02
9.875974655151367188e-01,6.567906380806433353e-02
9.925458431243896484e-01,6.683443312547203419e-02
1.003839015960693359e+00,6.799407613835237174e-02
1.008838415145874023e+00,6.918100219132207462e-02
1.018247842788696289e+00,7.038602992004995562e-02
1.024690628051757812e+00,7.162781858306607741e-02
1.034198999404907227e+00,7.288868617127655658e-02
1.040243148803710938e+00,7.416620265497497755e-02
1.050254344940185547e+00,7.547105843862580987e-02
1.056242704391479492e+00,7.679480877197070177e-02
1.067379236221313477e+00,7.814579966142745637e-02
1.073447704315185547e+00,7.951189023661042743e-02
1.081590652465820312e+00,8.088579559312593370e-02
1.088231086730957031e+00,8.226509260596651107e-02
1.098232746124267578e+00,8.365983398108452207e-02
1.104239940643310547e+00,8.505824900556611945e-02
1.114719867706298828e+00,8.649869706753596232e-02
1.130830526351928711e+00,8.798446527811690232e-02
1.136855602264404297e+00,8.950020792310758866e-02
1.145837783813476562e+00,9.102325478805808889e-02
1.151865720748901367e+00,9.255232659578421783e-02
1.162590026855468750e+00,9.406818320590601412e-02
1.167998790740966797e+00,9.561286099268595517e-02
1.177597761154174805e+00,9.713939805979188158e-02
1.183598756790161133e+00,9.865662293129456861e-02
1.194597959518432617e+00,1.001544049325494290e-01
1.200492620468139648e+00,1.016548875613641212e-01
1.210423231124877930e+00,1.031443547186744469e-01
1.215424060821533203e+00,1.046281385822303567e-01
1.226172208786010742e+00,1.061082883784685849e-01
1.231673955917358398e+00,1.075631640632562919e-01
1.242673635482788086e+00,1.090200386592664328e-01
1.247754335403442383e+00,1.104541466524660287e-01
1.258852481842041016e+00,1.118759067278986136e-01
1.263841390609741211e+00,1.133135948804704085e-01
1.274693012237548828e+00,1.147571243356489690e-01
1.279762744903564453e+00,1.161946590465465778e-01
1.292021274566650391e+00,1.176323812762711807e-01
1.297586917877197266e+00,1.190934625841168770e-01
1.306699275970458984e+00,1.205528599352621993e-01
1.313706159591674805e+00,1.220264917022281931e-01
1.322718381881713867e+00,1.234967918647465468e-01
1.328721284866333008e+00,1.249844003328492159e-01
1.339746475219726562e+00,1.264691934420696384e-01
1.355802297592163086e+00,1.279727912693141845e-01
1.360802173614501953e+00,1.294424168116679041e-01
1.370573997497558594e+00,1.309646789343048012e-01
1.378204584121704102e+00,1.325192589207971061e-01
1.387205839157104492e+00,1.340704774229324603e-01
1.392204523086547852e+00,1.356391232541470371e-01
1.402207136154174805e+00,1.372349663533545538e-01
1.408204078674316406e+00,1.388205008487624625e-01
1.417949914932250977e+00,1.404149549759629578e-01
1.423949718475341797e+00,1.420599923459576475e-01
1.433656454086303711e+00,1.437385799198213077e-01
1.440656423568725586e+00,1.454363547115232747e-01
1.449620246887207031e+00,1.471933948470853792e-01
1.456620931625366211e+00,1.489419966446154930e-01
1.465855598449707031e+00,1.506664153191804301e-01
1.472869157791137695e+00,1.524051414097205015e-01
1.481597661972045898e+00,1.541539274804410442e-01
1.488951921463012695e+00,1.559205613533136692e-01
1.497836589813232422e+00,1.577226491175161560e-01
1.504856348037719727e+00,1.595211574117622044e-01
1.513852596282958984e+00,1.613191116128746549e-01
1.520854711532592773e+00,1.631589665172696879e-01
1.530357360839843750e+00,1.650524586286357676e-01
1.537359237670898438e+00,1.669775718588769053e-01
1.545844554901123047e+00,1.688766537999626394e-01
1.552844047546386719e+00,1.707980396004341039e-01
1.561835289001464844e+00,1.727162048174945008e-01
1.567835092544555664e+00,1.746254844919235549e-01
1.578551769256591797e+00,1.765393367024867544e-01
1.594839096069335938e+00,1.784484897309525087e-01
1.600236177444458008e+00,1.803233132007116546e-01
1.610947608947753906e+00,1.821666801339682507e-01
1.617057561874389648e+00,1.839674465143330551e-01
1.626181602478027344e+00,1.857484828378746511e-01
1.632547378540039062e+00,1.875304597821501607e-01
1.642705202102661133e+00,1.893007678902919044e-01
1.647691488265991211e+00,1.911188292011327394e-01
1.658188104629516602e+00,1.929622607390585332e-01
1.664187669754028320e+00,1.948257073913639836e-01
1.674693346023559570e+00,1.966782650108946928e-01
1.680857658386230469e+00,1.985109711576034108e-01
1.690695047378540039e+00,2.003394642071127385e-01
1.696759700775146484e+00,2.021474534140836887e-01
1.707010269165039062e+00,2.039504501918615875e-01
1.713011503219604492e+00,2.057585310604554130e-01
1.723017215728759766e+00,2.075681849315794136e-01
1.728938341140747070e+00,2.093737716909757629e-01
1.739024162292480469e+00,2.111676770160694772e-01
1.744690656661987305e+00,2.129779378359636655e-01
1.755023002624511719e+00,2.148078468361591664e-01
1.761021852493286133e+00,2.166519342222489319e-01
1.771693706512451172e+00,2.185148593632558756e-01
1.777023792266845703e+00,2.203678027770971382e-01
1.787220954895019531e+00,2.221981237849003643e-01
1.793141126632690430e+00,2.240351390673310794e-01
1.802142381668090820e+00,2.258379672141889727e-01
1.820443153381347656e+00,2.276459634107529939e-01
1.825836896896362305e+00,2.294887661157253289e-01
1.835038185119628906e+00,2.312859095078074190e-01
1.841082334518432617e+00,2.330869121284790957e-01
1.850037574768066406e+00,2.348822008936069516e-01
1.856083154678344727e+00,2.366659663727626595e-01
1.866860866546630859e+00,2.384575742499668860e-01
1.872861146926879883e+00,2.402622462206976950e-01
1.881595134735107422e+00,2.420909717314891352e-01
1.888595819473266602e+00,2.439203825888424937e-01
1.898596048355102539e+00,2.457404601599273430e-01
1.904596090316772461e+00,2.475449659027428861e-01
1.914844989776611328e+00,2.493652375053914683e-01
1.921982765197753906e+00,2.511894940906386209e-01
1.929712772369384766e+00,2.530185972155608587e-01
1.937235832214355469e+00,2.548289228037520782e-01
1.947244167327880859e+00,2.566035086126726705e-01
1.954235792160034180e+00,2.583579478709797095e-01
1.962239742279052734e+00,2.601016733864477959e-01
1.968321323394775391e+00,2.618462677711114184e-01
1.977598905563354492e+00,2.635916109820541364e-01
1.983599185943603516e+00,2.653265612120970784e-01
1.994599580764770508e+00,2.670577694619077347e-01
1.999599218368530273e+00,2.688111585102387346e-01
2.010547876358032227e+00,2.705376415456297590e-01
2.016513347625732422e+00,2.722353419827198140e-01
2.026196241378784180e+00,2.739612311719881177e-01
2.042415142059326172e+00,2.757085539461427981e-01
2.047415256500244141e+00,2.774347611888381415e-01
2.057918787002563477e+00,2.791750116747694355e-01
2.063918590545654297e+00,2.808883509482571483e-01
2.074696779251098633e+00,2.825836023912888240e-01
2.080422401428222656e+00,2.843164154787031772e-01
2.089691162109375000e+00,2.860594380716553475e-01
2.096691608428955078e+00,2.878264635793091331e-01
2.106692314147949219e+00,2.896202939535105214e-01
2.112548351287841797e+00,2.914401639020744450e-01
2.121930360794067383e+00,2.932492559764589002e-01
2.128018379211425781e+00,2.950804365273165253e-01
2.138629436492919922e+00,2.969124342146292062e-01
2.144629716873168945e+00,2.987330320567629371e-01
2.154619932174682617e+00,3.005470185257561044e-01
2.159703254699707031e+00,3.023427210252558894e-01
2.170852184295654297e+00,3.041620858202492284e-01
2.175852298736572266e+00,3.059826477894952435e-01
2.186846733093261719e+00,3.077715914795516872e-01
2.192841291427612305e+00,3.095619397787529037e-01
2.201849937438964844e+00,3.113677640687664283e-01
2.207937002182006836e+00,3.131848399177417086e-01
2.217935800552368164e+00,3.150026289426776649e-01
2.224946975708007812e+00,3.168307900630838447e-01
2.234441280364990234e+00,3.186457041562635317e-01
2.240440607070922852e+00,3.204755402961281807e-01
2.249844074249267578e+00,3.223270614673917622e-01
2.266607284545898438e+00,3.241954863644868068e-01
2.272299528121948242e+00,3.260714656540271705e-01
2.282594919204711914e+00,3.279226434939994661e-01
2.289227724075317383e+00,3.297506155158294039e-01
2.298225164413452148e+00,3.316048192994992538e-01
2.305225610733032227e+00,3.334323827089331616e-01
2.315225362777709961e+00,3.352921747936071784e-01
2.321263790130615234e+00,3.371286206818927544e-01
2.330605983734130859e+00,3.389488590350392405e-01
2.339108228683471680e+00,3.407649748726931938e-01
2.347108125686645508e+00,3.425946102602043242e-01
2.355108261108398438e+00,3.444100244596918214e-01
2.363108158111572266e+00,3.462074433750940150e-01
2.370109081268310547e+00,3.479878470486960085e-01
2.378107786178588867e+00,3.497594253160762334e-01
2.385108947753906250e+00,3.515284862234313579e-01
2.396108627319335938e+00,3.533319729004605891e-01
2.403108119964599609e+00,3.551497629560494418e-01
2.410108327865600586e+00,3.569598444631223999e-01
2.416146278381347656e+00,3.587366006147743591e-01
2.428068876266479492e+00,3.605167836665734704e-01
2.432715654373168945e+00,3.622931540392806959e-01
2.442764520645141602e+00,3.640820934673422160e-01
2.448685884475708008e+00,3.658522663236377648e-01
2.458724498748779297e+00,3.676230536744128363e-01
2.464911937713623047e+00,3.693599426579189382e-01
2.473843812942504883e+00,3.710883221200751425e-01
2.479843378067016602e+00,3.728054942784577719e-01
2.490863561630249023e+00,3.744784718886449704e-01
2.506862163543701172e+00,3.761194599229410462e-01
2.511863708496093750e+00,3.777397813801495197e-01
2.523678779602050781e+00,3.793470252253252628e-01
2.529704570770263672e+00,3.809390436468450547e-01
2.539340972900390625e+00,3.825417663094585197e-01
2.544307470321655273e+00,3.841395795011519620e-01
2.554308652877807617e+00,3.857680051885156169e-01
2.560378313064575195e+00,3.873814956471191562e-01
2.572363615036010742e+00,3.890005563380719567e-01
2.578007459640502930e+00,3.906010219569310271e-01
2.587007284164428711e+00,3.921704218486261606e-01
2.592090845108032227e+00,3.937409667716555428e-01
2.603044033050537109e+00,3.953142350955223261e-01
2.609007120132446289e+00,3.968902984645170662e-01
2.619009256362915039e+00,3.984764762879142719e-01
2.625462055206298828e+00,4.000259444151914590e-01
2.633947610855102539e+00,4.015459365313136519e-01
2.641145467758178711e+00,4.030365162038879179e-01
2.649692535400390625e+00,4.045029245482482105e-01
2.656293630599975586e+00,4.059938379660310570e-01
2.667300224304199219e+00,4.074792925692038992e-01
2.673337936401367188e+00,4.089542105190260290e-01
2.681697368621826172e+00,4.104332654754027088e-01
2.687288284301757812e+00,4.119188619304477439e-01
2.698287010192871094e+00,4.133900425954585844e-01
2.704287290573120117e+00,4.148623731617654409e-01
2.714287519454956055e+00,4.163146248056199261e-01
2.730288505554199219e+00,4.177611724753309552e-01
2.736803293228149414e+00,4.192063336974707899e-01
2.745802640914916992e+00,4.206610595252820439e-01
2.751802206039428711e+00,4.220697827363578125e-01
2.763802528381347656e+00,4.234811904827333051e-01
2.769860267639160156e+00,4.248728754367494531e-01
2.777860164642333984e+00,4.262675028043654835e-01
2.783859252929687500e+00,4.276362578138486192e-01
2.793613433837890625e+00,4.289783462964402716e-01
2.800612926483154297e+00,4.302792610567729437e-01
2.811270713806152344e+00,4.315686466442605340e-01
2.817032575607299805e+00,4.328539947854996850e-01
2.826144933700561523e+00,4.341630705938097634e-01
2.831231832504272461e+00,4.354665683520770880e-01
2.842615365982055664e+00,4.367826517683478516e-01
2.847614765167236328e+00,4.380475768449725305e-01
2.858597517013549805e+00,4.393038499288756116e-01
2.864599227905273438e+00,4.405380949018645187e-01
2.874847412109375000e+00,4.417708007799475700e-01
2.880847692489624023e+00,4.429677660424696795e-01
2.889853477478027344e+00,4.441394469641223308e-01
2.896854400634765625e+00,4.452735869020199577e-01
2.906853437423706055e+00,4.463777549260011801e-01
2.912853002548217773e+00,4.474416739464819881e-01
2.922838211059570312e+00,4.484620257965654666e-01
2.928851127624511719e+00,4.494439805192310677e-01
2.938559770584106445e+00,4.503802875412363238e-01
2.955072164535522461e+00,4.512869335669137394e-01
2.961088180541992188e+00,4.521412840982260706e-01
2.971071720123291016e+00,4.530204495694442057e-01
2.976072549819946289e+00,4.538879270005692357e-01
2.986603736877441406e+00,4.547222771515422313e-01
2.991603374481201172e+00,4.555600008605849016e-01
3.002840518951416016e+00,4.563932432112891568e-01
3.011839389801025391e+00,4.572093501737539700e-01
3.018841981887817383e+00,4.580042820602208686e-01
3.024871587753295898e+00,4.587509594457276352e-01
3.035122871398925781e+00,4.594782248723873197e-01
3.044121503829956055e+00,4.601821260748614195e-01
3.054122209548950195e+00,4.608775606782018475e-01
3.060388326644897461e+00,4.615360157707507627e-01
3.066363811492919922e+00,4.621709378492022680e-01
3.072363853454589844e+00,4.627849623933419920e-01
3.083867788314819336e+00,4.634148368872485491e-01
3.089861154556274414e+00,4.640106496463146102e-01
3.097860574722290039e+00,4.646070601104230202e-01
3.104876756668090820e+00,4.651512828197522098e-01
3.113859891891479492e+00,4.656706987814415166e-01
3.120954275131225586e+00,4.661558644395085715e-01
3.129956483840942383e+00,4.666754653766413963e-01
3.136556625366210938e+00,4.671649268608275007e-01
3.146282434463500977e+00,4.676932723641486489e-01
3.152026176452636719e+00,4.681994192969298196e-01
3.162615299224853516e+00,4.687314128899142673e-01
3.168244600296020508e+00,4.692987262928735581e-01
3.178848981857299805e+00,4.698799860271235529e-01
3.193823337554931641e+00,4.704591718132006273e-01
3.199823379516601562e+00,4.710498437645784797e-01
3.210496664047241211e+00,4.716506322924722827e-01
3.215496063232421875e+00,4.722402981069677708e-01
3.226733446121215820e+00,4.728289226060546913e-01
3.231733083724975586e+00,4.734249855044553312e-01
3.242338418960571289e+00,4.740067522578610970e-01
3.248338460922241211e+00,4.745831726030470543e-01
3.259150266647338867e+00,4.751290767325439535e-01
3.264497041702270508e+00,4.756585240638577794e-01
3.275805234909057617e+00,4.761749747750962936e-01
3.280775547027587891e+00,4.766530514051694478e-01
3.290735244750976562e+00,4.771399153270798887e-01
3.295747756958007812e+00,4.775922946683378023e-01
3.305840969085693359e+00,4.780378910710237350e-01
3.311842203140258789e+00,4.784793908415535535e-01
3.323848962783813477e+00,4.788904540307492574e-01
3.328912258148193359e+00,4.792757749386503674e-01
3.338538169860839844e+00,4.796325749198897537e-01
3.344550609588623047e+00,4.799893236988576617e-01
3.353842020034790039e+00,4.803432095201304319e-01
3.360862255096435547e+00,4.806590971111748267e-01
3.371953010559082031e+00,4.809648584011623207e-01
3.376953125000000000e+00,4.812366061932144001e-01
3.386776447296142578e+00,4.815038061611877640e-01
3.392776012420654297e+00,4.817632164205998269e-01
3.419798612594604492e+00,4.820377065776284553e-01
3.424799680709838867e+00,4.822829105257400162e-01
3.434110164642333984e+00,4.824664804771554572e-01
3.440120935440063477e+00,4.826388915468650675e-01
3.449599504470825195e+00,4.827708879825194921e-01
3.455598592758178711e+00,4.829021318037468591e-01
3.465819835662841797e+00,4.830369299259228422e-01
3.472820043563842773e+00,4.831587975431264059e-01
3.481616258621215820e+00,4.832946404749220437e-01
3.488615512847900391e+00,4.834261677543750246e-01
3.497600078582763672e+00,4.835545933841756128e-01
3.504599809646606445e+00,4.836682909924484575e-01
3.514590740203857422e+00,4.837904991198240801e-01
3.520591497421264648e+00,4.838862401846157346e-01
3.529601097106933594e+00,4.839659502810423342e-01
3.536118745803833008e+00,4.840568716949910644e-01
3.545609235763549805e+00,4.841162243891249939e-01
3.552703619003295898e+00,4.841919105792932276e-01
3.562605381011962891e+00,4.842788584395518181e-01
3.568319320678710938e+00,4.844010755002529089e-01
3.577602148056030273e+00,4.845525004623318921e-01
3.583996295928955078e+00,4.847089240988402548e-01
3.594602823257446289e+00,4.848946930424183899e-01
3.599601984024047852e+00,4.850939722048094316e-01
3.610602855682373047e+00,4.853051297344002091e-01
3.616575002670288086e+00,4.855342304500208650e-01
3.628166913986206055e+00,4.857306010464926826e-01
3.644229173660278320e+00,4.859355126393924973e-01
3.650239944458007812e+00,4.861491658352008471e-01
3.659229040145874023e+00,4.863194529965255697e-01
3.665238857269287109e+00,4.864418553196412365e-01
3.674836635589599609e+00,4.865750292595381055e-01
3.680624723434448242e+00,4.867181302678817434e-01
3.690600872039794922e+00,4.868352271242991636e-01
3.696789264678955078e+00,4.869702386217905632e-01
3.706816673278808594e+00,4.870881782459702825e-01
3.711816787719726562e+00,4.871991874005998646e-01
3.722843170166015625e+00,4.873241493161978299e-01
3.728844165802001953e+00,4.874288729455544811e-01
3.739536285400390625e+00,4.875323916645640243e-01
3.744536161422729492e+00,4.876345518914774191e-01
3.755869150161743164e+00,4.877298676066522121e-01
3.760843038558959961e+00,4.878382143597626008e-01
3.770854234695434570e+00,4.879378420705665631e-01
3.776475191116333008e+00,4.880217675538679467e-01
3.786840915679931641e+00,4.881153131184562399e-01
3.792841434478759766e+00,4.882047110177235583e-01
3.801835536956787109e+00,4.882846934411861350e-01
3.807834625244140625e+00,4.883377507682185592e-01
3.817852973937988281e+00,4.883418317068660697e-01
3.823855400085449219e+00,4.883314802707790503e-01
3.834604978561401367e+00,4.883366335979945072e-01
3.841251373291015625e+00,4.883300100360782325e-01
3.850850343704223633e+00,4.883220754198759339e-01
3.856850862503051758e+00,4.882695831912661211e-01
3.865850448608398438e+00,4.882450234884528895e-01
3.883634328842163086e+00,4.882197926674765043e-01
3.890248060226440430e+00,4.881881666515955898e-01
3.898235082626342773e+00,4.881669282659990561e-01
3.904235124588012695e+00,4.881560398776376708e-01
3.913838863372802734e+00,4.881519179040290646e-01
3.919842958450317383e+00,4.881534928913887073e-01
3.929879665374755859e+00,4.881949138764735130e-01
3.936267375946044922e+00,4.882534421276042980e-01
3.946279287338256836e+00,4.883307346104063251e-01
3.952183246612548828e+00,4.884389799243794572e-01
3.962182998657226562e+00,4.885444380892315919e-01
3.968183755874633789e+00,4.886134757454216326e-01
3.979182958602905273e+00,4.886575436659211791e-01
3.985183238983154297e+00,4.886982662031626456e-01
3.994183540344238281e+00,4.887306063974896642e-01
3.999268054962158203e+00,4.887491609802482317e-01
4.010183095932006836e+00,4.887468089858327813e-01
4.016182661056518555e+00,4.887569298637581827e-01
4.027185440063476562e+00,4.887457528209113167e-01
4.031280994415283203e+00,4.887219375000367849e-01
4.042826414108276367e+00,4.887390341999777732e-01
4.048825979232788086e+00,4.887808444128700636e-01
4.058846473693847656e+00,4.888627901893079497e-01
4.064846515655517578e+00,4.889571639244574830e-01
4.075851202011108398e+00,4.890513013243673601e-01
4.080851554870605469e+00,4.891163167517649235e-01
4.090892553329467773e+00,4.891985881163649630e-01
4.106855630874633789e+00,4.892696991935553408e-01
4.111836194992065430e+00,4.893608980750372428e-01
4.122611284255981445e+00,4.894490560545295965e-01
4.128611326217651367e+00,4.895568720592938239e-01
4.138871431350708008e+00,4.896812727338109017e-01
4.144912242889404297e+00,4.898173997288308157e-01
4.153604745864868164e+00,4.899417821849640364e-01
4.159604072570800781e+00,4.900532593447989860e-01
4.171835660934448242e+00,4.901559144639304755e-01
